argument_id|topic|unitType|content
1701| Ban on laser pointers|conclusion|Amateur astronomers use lasers to give lectures.
1701| Ban on laser pointers|premise|Lasers are used by astronomers to point into the night sky and give astronomy lessons.
1702| Ban on laser pointers|conclusion|Laser pointers are an important tool for lost hikers.
1702| Ban on laser pointers|premise|Lost hikers can use lasers to signal to airplanes for help.
1703| Ban on laser pointers|conclusion|Laser pointers are used by photographers and tour guides.
1703| Ban on laser pointers|premise|to point out flowers and animals at night.
1704| Ban on laser pointers|conclusion|The crime is very dangerous.
1704| Ban on laser pointers|premise|People using laser pointers inappropriately (eg.
1705| Ban on laser pointers|conclusion|Possessing a laser pointer does not necessarily mean using it dangerously.
1705| Ban on laser pointers|premise|Just because someone has a laser pointer, does not necessarily mean that they are going to use a dangerously.
1706| Ban on laser pointers|conclusion|Jail time is okay, but not up to 14 years in jail.
1706| Ban on laser pointers|premise|Currently in NSW, anyone caught with a laser pointer and without a permit can get a sentence of up to 14 years in jail.
1707| Ban on laser pointers|conclusion|There will always be people breaking the restrictions.
1707| Ban on laser pointers|premise|With the usage of laser pointers only restricted, they are still legal to be in pocession of.
1708| Ban on laser pointers|conclusion|It is easy to catch people with laser pointers, but it's not easy to catch people using them improperly.
1708| Ban on laser pointers|premise|It is easy to catch people using laser pointers, or even just people possessing them, but the old law allowed possession of laser pointers, just as long as they were used proprerly.
1709| Ban on laser pointers|conclusion|Ban on lazers is an overreaction.
1709| Ban on laser pointers|premise|"""Professor Hans Bachor, president of the Australian Optical Society, says the ban is an overreaction and researchers may be left to deal with the bureaucracy if it proceeds."
1710| Ban on laser pointers|conclusion|Many power lasers are already illegal.
1710| Ban on laser pointers|premise|"""Greenhill says more powerful pointers are illegal and questions 'how putting a ban on something that is already illegal can help'."
1711| Ban on laser pointers|conclusion|There are many uses of laser pointers besides causing mischeif.
1711| Ban on laser pointers|premise|Pointing lasers at aircraft happpens rarely and only a small amount of laser users use them dangerously.
1712| Ban on laser pointers|conclusion|Laser pointers can be bought easily through the black market.
1712| Ban on laser pointers|premise|There is no point totally banning laser pointers, and only in one state, because most laser pointers are purchased online, or through the black market.
1713| Ban on laser pointers|conclusion|The Government is working to stop black market laser sales.
1713| Ban on laser pointers|premise|Now laser pointers are banned, the government is watching and making sure that no laser sales occur over the internet or black market.
1714| Ban on laser pointers|conclusion|Enforcing laser pointer ban is impossible.
1714| Ban on laser pointers|premise|"New South Wales police spokesman Mike Gallacher said a ban would be impossible to enforce - ""Creating another offence is useless if there is nobody there to actually enforce it."
1715| Ban on laser pointers|conclusion|Blackmarket sales of laser pointers will undermine ban.
1715| Ban on laser pointers|premise|It is impossible to completely and thoroughly wipe out laser pointers in an entire state.
1717| Ban on laser pointers|conclusion|There are enough alternatives to lasers for self defense.
1717| Ban on laser pointers|premise|There are many alternatives to lasers for self-defense, such as mace, stun guns, knives and batons.
1718| Ban on laser pointers|conclusion|Illegal use of lasers  does not justify ban.
1718| Ban on laser pointers|premise|"The Consumer Affairs Ministry in Australia said in June 2008 that it considered lasers to be legitimate, and that attacks were considered ""criminal misuse of the product""."
1719| Ban on laser pointers|conclusion|Laser pointers are used widely be teachers and lecturers.
1719| Ban on laser pointers|premise|It is a lot easier for a university lecturer or teacher to simply sit down, talk about what's on the powerpoint or whiteboard, and point to things on the board using their laser pointer.
1720| Ban on laser pointers|conclusion|There are legitimate uses, and people with permits are still allowed to use lasers.
1720| Ban on laser pointers|premise|There are legitimate uses of laser pointers, but this is not at all a problem for people living in New South Wales.
1721| Ban on laser pointers|conclusion|Laser pointers are a valuable tool for self-defense.
1721| Ban on laser pointers|premise|Lasers are a good tool for personal self-defense.
1724| Ban on Muslim burqa and niqab|conclusion|Burqa generally disadvantages women as compared to men.
1724| Ban on Muslim burqa and niqab|premise|The burqa places a range of limitations that categorically put them at a disadvantage to men.
1725| Ban on Muslim burqa and niqab|conclusion|Face-covering veil makes economic/social participation impossible.
1725| Ban on Muslim burqa and niqab|premise|"""The ban would apply to the full-body veil known as the burqa or niqab."
1726| Ban on Muslim burqa and niqab|conclusion|Full veils represent misogynist ideology designed to oppress women.
1726| Ban on Muslim burqa and niqab|premise|"French President Nicholas Sarkozy, laying the groundwork for a burqa ban, said in 2009: ""In our country, we cannot accept that women be prisoners behind a screen, cut off from all social life, deprived of all identity … The burqa is not a religious sign, it’s a sign of subservience, a sign of debasement — I want to say it solemnly, it will not be welcome on the territory of the French Republic."
1727| Ban on Muslim burqa and niqab|conclusion|"""Choice"" to wear burqa is driven by oppressive ideology."
1727| Ban on Muslim burqa and niqab|premise|"Women that wear the burqa say they are making an ""independent choice,"" but this choice is heavily commanded by a fundamentalist religio-cultural context, in which they are made to believe that wearing the burqa is a requirement by God."
1728| Ban on Muslim burqa and niqab|conclusion|Burqa ban protects women from pressure to wear it.
1728| Ban on Muslim burqa and niqab|premise|"""France’s secretary of state for urban affairs, Fadela Amara, a Muslim woman of Algerian descent, has strongly supported the ban in France."
1729| Ban on Muslim burqa and niqab|conclusion|If men were religiously required to wear burqa, it would end.
1729| Ban on Muslim burqa and niqab|premise|Under no scenario would men accept this burden.
1730| Ban on Muslim burqa and niqab|conclusion|Those wearing burqa increase pressure on others to wear it.
1730| Ban on Muslim burqa and niqab|premise|"""even an independent decision to wear it is not carried out in a vacuum."
1731| Ban on Muslim burqa and niqab|conclusion|Forcing removal of the burqa damages women's rights.
1731| Ban on Muslim burqa and niqab|premise|"""Those who say they are defending women's rights have it exactly backward: They are violating fundamental rights to free expression and religious freedom."
1732| Ban on Muslim burqa and niqab|conclusion|Wrong to force removal of burqa to protect against forced-wearing.
1732| Ban on Muslim burqa and niqab|premise|"""under the principles of secularism promoted in Europe, it is illogical to take away women's freedom concerning their way of dressing based on the assumption that a certain dress can hinder a woman's freedom in different walks of life."
1733| Ban on Muslim burqa and niqab|conclusion|Enforce laws on forced-wearing of burqa, don't ban it.
1733| Ban on Muslim burqa and niqab|premise|"""On sexual equality, women would be better protected by the enforcement of existing laws against domestic violence than by the enactment of new laws forcing them to dress in a way that may be against their will."
1734| Ban on Muslim burqa and niqab|conclusion|Even if burqa is oppressive symbol, women have right to wear it.
1734| Ban on Muslim burqa and niqab|premise|"""We share this abhorrence for such clothing: The burka signifies the notion that a woman is a piece of male property, which must be packaged and caged."
1735| Ban on Muslim burqa and niqab|conclusion|Burqa is individual commitment to modesty, not oppression.
1735| Ban on Muslim burqa and niqab|premise|"""I wonder how many niqab-wearing French citizens Nicolas Sarkozy has sat with and talked to."
1736| Ban on Muslim burqa and niqab|conclusion|Burqa liberates women from visual judgement.
1736| Ban on Muslim burqa and niqab|premise|"""Everyone I spoke to who wore Islamic dress  felt liberated not being judged on their appearance."
1737| Ban on Muslim burqa and niqab|conclusion|Some women wear burqa to emulate wives of prophet Muhammad.
1737| Ban on Muslim burqa and niqab|premise|The wives of the prophet wore the burqa.
1738| Ban on Muslim burqa and niqab|conclusion|Burqa has diversity of meaning to women that wear it.
1738| Ban on Muslim burqa and niqab|premise|"""In the bitterly, painfully cold Toronto winter cold snap we had last week, I found myself thinking that a piece of fabric designed to cover the face could actually be a great idea."
1739| Ban on Muslim burqa and niqab|conclusion|Burqa ban isolates women that believe they must wear it.
1739| Ban on Muslim burqa and niqab|premise|"""If the recommendations on the full veil become law, it will become illegal to wear it in state venues such as hospitals, public buildings, and on trains and buses (though streets are not off limits)."
1740| Ban on Muslim burqa and niqab|conclusion|Ban causes women to cling to burqa more tightly.
1740| Ban on Muslim burqa and niqab|premise|"""Even if Sarkozy is correct (and there’s good reason to assume he isn’t) the most glaring problem is that a ban on of the burqa would likely prompt women to cling to it tighter, to hang on to a material representation of a persecuted immaterial identity."
1741| Ban on Muslim burqa and niqab|conclusion|Freedom of dress is limited, including for full veil.
1741| Ban on Muslim burqa and niqab|premise|"""The fact that people are prohibited from strolling down Fifth Avenue in the nude does not constitute an attack on the fundamental rights of nudists."
1742| Ban on Muslim burqa and niqab|conclusion|Burqa undermines identity, responsibility, social compact.
1742| Ban on Muslim burqa and niqab|premise|"""in both France and the United States, we recognize that individual liberties cannot exist without individual responsibilities."
1743| Ban on Muslim burqa and niqab|conclusion|Burqa presents some security/safety risks for others.
1743| Ban on Muslim burqa and niqab|premise|Some crimes are being committed by individuals wearing burqas (documented in section below).
1744| Ban on Muslim burqa and niqab|conclusion|Burqa can be banned on the grounds that it is indecent.
1744| Ban on Muslim burqa and niqab|premise|"Why are nudity and prostitution banned? There is no direct ""damage"" to other citizens and their rights, so why? It is because a society has judged that something is indecent and possibly immoral about them."
1745| Ban on Muslim burqa and niqab|conclusion|Burqa is socially divisive and damaging.
1745| Ban on Muslim burqa and niqab|premise|The burqa generates anxiety among those that fear Islamic terrorism.
1746| Ban on Muslim burqa and niqab|conclusion|Face-covering not required in Islam.
1746| Ban on Muslim burqa and niqab|premise|"""French Muslim leaders have noted that the Koran does not instruct women to cover their faces, while in Tunisia and Turkey, it is forbidden in public buildings; it is even prohibited during the pilgrimage to Mecca."
1747| Ban on Muslim burqa and niqab|conclusion|"""God's law"" on burqa cannot override secular human rights."
1747| Ban on Muslim burqa and niqab|premise|"""The most important question here should be: What does it matter whether it is in the Koran or is considered to be prescribed by Islamic law? Religious freedom does not mean having to tolerate things that are so inhuman or undemocratic, just because they were required 1400 years ago by the founder of a religion and his ideological disciples, and are still seen by orthodox Muslims as exemplary (sunna)."
1748| Ban on Muslim burqa and niqab|conclusion|Women should assimilate, or return to Islamist states.
1748| Ban on Muslim burqa and niqab|premise|"""As an Arab woman raised in the West, I fully understand the importance of keeping to cultural traditions and religious beliefs, but I have also learned the importance of assimilation."
1749| Ban on Muslim burqa and niqab|conclusion|General statements in favor of ban on burqa and niqab.
1749| Ban on Muslim burqa and niqab|premise|"A 2009/2010 French Parliamentary Commission five month study concluded: ""The wearing of the full veil is a challenge to our republic."
1750| Ban on Muslim burqa and niqab|conclusion|Women should be able to wear what they want, including burqa.
1750| Ban on Muslim burqa and niqab|premise|"President Obama said: ""In the United States our basic attitude is that we’re not going to tell people what to wear."
1751| Ban on Muslim burqa and niqab|conclusion|Burqa ban violates religious freedoms.
1751| Ban on Muslim burqa and niqab|premise|"John Dalhuisen, Amnesty International’s expert on discrimination in Europe, expressed Amnesty's official position in this way in April of 2010: ""A complete ban on the covering of the face would violate the rights to freedom of expression and religion of those women who wear the burqa or the niqab."
1752| Ban on Muslim burqa and niqab|conclusion|Burqa ban violates rights of women to their own body.
1752| Ban on Muslim burqa and niqab|premise|According most laws nowadays, everyone has a right to control his or her own body.
1753| Ban on Muslim burqa and niqab|conclusion|If neo-Nazis can wear their outfits, women can wear burqas.
1753| Ban on Muslim burqa and niqab|premise|Neo-Nazis freely go around with t-shirts that says 'Heil Hitler!' and with old-Nazi uniforms with swastika symbols on them.
1754| Ban on Muslim burqa and niqab|conclusion|Burqa ban violates principles of mutual tolerance.
1754| Ban on Muslim burqa and niqab|premise|"""The mutual tolerance approach works well in this country."
1755| Ban on Muslim burqa and niqab|conclusion|Burqa can be criticized, but ban is excessive.
1755| Ban on Muslim burqa and niqab|premise|"""Should Mr Sarkozy ban the burqa from France? Definitely not."
1756| Ban on Muslim burqa and niqab|conclusion|Limits can be imposed on burqa when necessary, but not ban.
1756| Ban on Muslim burqa and niqab|premise|"""European governments are entitled to limit women’s rights to wear the burqa."
1757| Ban on Muslim burqa and niqab|conclusion|Discomfort with burqa is inadequate to ban it.
1757| Ban on Muslim burqa and niqab|premise|"""The burqa does not fit comfortably with Western sentiments."
1758| Ban on Muslim burqa and niqab|conclusion|State should not judge culture/burqa.
1758| Ban on Muslim burqa and niqab|premise|"""judgments about cultural values are very subjective."
1759| Ban on Muslim burqa and niqab|conclusion|Protecting women from lustful men is primitive idea.
1759| Ban on Muslim burqa and niqab|premise|The idea that, in modern society, men are lustful creatures stalking women, and that women must, therefore, be protected by completely smothering their identity is ridiculous.
1760| Ban on Muslim burqa and niqab|conclusion|Burqa worsens attitude of men toward women.
1760| Ban on Muslim burqa and niqab|premise|"Burqa cultivates an attitude that women are possessions, or ""jewels"" to be protected for a man's own use."
1761| Ban on Muslim burqa and niqab|conclusion|States where burqa is prominent violate women's rights.
1761| Ban on Muslim burqa and niqab|premise|There is a clear correlation between countries where the burqa is prominent and countries where the worst violations of women's rights occur.
1762| Ban on Muslim burqa and niqab|conclusion|Hijab is modest non-identity-concealing alternative to burqa.
1762| Ban on Muslim burqa and niqab|premise|"""I would also like to make clear that I am not implying one needs to shed his/her identity in another country."
1763| Ban on Muslim burqa and niqab|conclusion|Burqa protects Muslim women from lustful men.
1763| Ban on Muslim burqa and niqab|premise|"""Islam allows women to work, seek knowledge, engage in business, testify in court, uphold the ties of kinship, visit the sick, and so on, but it has set limits in order to protect them and to prevent hooligans from harassing them."
1764| Ban on Muslim burqa and niqab|conclusion|Many Western things oppress women as much as burqas might.
1764| Ban on Muslim burqa and niqab|premise|"""The veil, we are told, is a symbol of oppression imposed on women by husbands and other male relatives."
1765| Ban on Muslim burqa and niqab|conclusion|Burqa is more modest and less primitive than Western culture.
1765| Ban on Muslim burqa and niqab|premise|If the burqa is primitive then does that mean that those who say that women can be used as an object of lust in the form of models, girl friends, fashion shows on bill boards etc are modern and not primitive.
1766| Ban on Muslim burqa and niqab|conclusion|Ban on burqa/niqab preserves identification for security.
1766| Ban on Muslim burqa and niqab|premise|"""In contrast, burqas and niqabs should be banned in all public spaces because they present a security risk."
1767| Ban on Muslim burqa and niqab|conclusion|Burq/niqab ban preserves identification for fighting crime.
1767| Ban on Muslim burqa and niqab|premise|"""This face covering poses a serious safety problem at a time when security cameras play an important role in the protection of public order."
1768| Ban on Muslim burqa and niqab|conclusion|Identity need be visible at all times, not just upon request.
1768| Ban on Muslim burqa and niqab|premise|While it is possible that security officers could ask women to lift their veils in specific security-related situations, this is insufficient.
1769| Ban on Muslim burqa and niqab|conclusion|That so few wear burqa means ban will cause little disruption.
1769| Ban on Muslim burqa and niqab|premise|"""That so few Muslim women in Quebec wear the niqab or burqa --we are told only a couple of dozen go along with the custom --makes the new law even more appropriate."
1770| Ban on Muslim burqa and niqab|conclusion|Ban all face-covering masks in public places, including burqas.
1770| Ban on Muslim burqa and niqab|premise|In 1975, a number of European towns banned the wearing of ski masks and motorcycle helmets in public, specifically because they covered the face, and so posed a security and crime risk.
1771| Ban on Muslim burqa and niqab|conclusion|Burqa ban applies to public places, not private.
1771| Ban on Muslim burqa and niqab|premise|The focus of the burqa ban is usually on forbidding the wearing of face-covering veils in public, but not necessarily in private.
1772| Ban on Muslim burqa and niqab|conclusion|Very few wear burqa.
1772| Ban on Muslim burqa and niqab|premise|"""The anti-burqa cause is sweeping Europe."
1773| Ban on Muslim burqa and niqab|conclusion|Women can be required to lift veils for certain security reasons.
1773| Ban on Muslim burqa and niqab|premise|"""On security, women can be required to lift their veils if necessary."
1774| Ban on Muslim burqa and niqab|conclusion|Women wearing burqa aren't committing crimes.
1774| Ban on Muslim burqa and niqab|premise|While it may be true that some criminals are exploiting the burqa in order to commit crimes while concealing their identity, the women that have legitimate reasons to wear the burqa are not actually the ones committing these crimes.
1775| Ban on Muslim burqa and niqab|conclusion|Criminals could use ski masks just as easy as burqas.
1775| Ban on Muslim burqa and niqab|premise|"""It's also claimed that covered faces are a security threat, since criminals have donned burqas in a handful of instances."
1776| Ban on Muslim burqa and niqab|conclusion|Suicide bombers don't care to disguise identity with burqas.
1776| Ban on Muslim burqa and niqab|premise|The concern over wearing burqas on public transportation seems to surround fears about suicide bombers using them to conceal their identity before detonating a bomb.
1777| Ban on Muslim burqa and niqab|conclusion|Burqa ban increases tensions with Muslims and security risks.
1777| Ban on Muslim burqa and niqab|premise|"""Targeting individual rights not only flags a warning sign for each one of us, but encouraging discrimination provides genuine extremists with an excuse to attack."
1778| Ban on Muslim burqa and niqab|conclusion|Burqa ban is not based on racism, but sound arguments.
1778| Ban on Muslim burqa and niqab|premise|"""A majority of Canadians likely endorse Quebec's decision (Bill 94)."
1779| Ban on Muslim burqa and niqab|conclusion|If burqa ban was about racism, hijab would be banned too.
1779| Ban on Muslim burqa and niqab|premise|"""Obviously, if this ban was about harassing Muslims -- and not the security-related need to see the faces of people going in and out of schools -- the hijab would've been banned too."
1780| Ban on Muslim burqa and niqab|conclusion|Allowing burqa crimes creates suspicion and fear of Muslims.
1780| Ban on Muslim burqa and niqab|premise|"""Criminal activity, such as the Miranda burqa robbery, only strengthen people’s fears of the unknown under the burqa."
1781| Ban on Muslim burqa and niqab|conclusion|Many Muslims disapprove of burqa, call for ban.
1781| Ban on Muslim burqa and niqab|premise|"""I am a Muslim woman and I do not wear the burka or the headscarf."
1782| Ban on Muslim burqa and niqab|conclusion|Banning full veil is act of discrimination and racism.
1782| Ban on Muslim burqa and niqab|premise|"""the deputies  managed to achieve near-unanimity this week on one pressing issue: discriminating against Muslims."
1783| Ban on Muslim burqa and niqab|conclusion|Ban on burqa/niqab is seen as part of war on Islam.
1783| Ban on Muslim burqa and niqab|premise|"Noha Ahmed Eid, 18, a medical student at Cairo University and a plaintiff in a Cairo court case on a burqa ban there: ""The war against the niqab is just the beginning of a war on different aspects of Islam."
1784| Ban on Muslim burqa and niqab|conclusion|Burqa ban worsens anti-Muslim sentiments and social divisions.
1784| Ban on Muslim burqa and niqab|premise|"""the law would only serve to expose the Muslim community to scorn and ridicule and to further heighten the serious ethnic and religious differences in French society."
1785| Ban on Muslim burqa and niqab|conclusion|Face-covering veils undermine social interaction/cohesion.
1785| Ban on Muslim burqa and niqab|premise|"""The permanent concealment of the face also raises the question of social interactions in our democracies."
1786| Ban on Muslim burqa and niqab|conclusion|Few wear burqas, but it impacts all of society.
1786| Ban on Muslim burqa and niqab|premise|While some argue that the small number of people impacted makes Laws on the burqa and niqab unnecessary, this is not the case.
1787| Ban on Muslim burqa and niqab|conclusion|Ban encourages Muslim communities to re-think burqa.
1787| Ban on Muslim burqa and niqab|premise|"""The ban might encourage them to resist the pressure to wear the burka."
1788| Ban on Muslim burqa and niqab|conclusion|Burqa and niquab make people uncomfortable.
1788| Ban on Muslim burqa and niqab|premise|Jack Straw, a British Labour politician, said in 2008 that he would prefer Muslim women to uncover their faces during appointments with him, because he “felt uncomfortable about talking to someone ‘face-to-face’ who he could not see.
1789| Ban on Muslim burqa and niqab|conclusion|The burqa and niqab are meant to make women look unappealing.
1789| Ban on Muslim burqa and niqab|premise|Why would society want to condone something that intentionally makes women look bad? While there are ways of maintaining modesty in dress, the burqa goes beyond this in an effort to make women look like shapeless, faceless blobs.
1790| Ban on Muslim burqa and niqab|conclusion|Free societies don't require integration.
1790| Ban on Muslim burqa and niqab|premise|"""A more imaginative argument is that covering the face is an attack on civilized norms."
1791| Ban on Muslim burqa and niqab|conclusion|Women wearing burqa are integrating, but set terms.
1791| Ban on Muslim burqa and niqab|premise|"""Veiled women are not refusing to exist in the eyes of others."
1792| Ban on Muslim burqa and niqab|conclusion|Most are willing to lift burqa when necessary.
1792| Ban on Muslim burqa and niqab|premise|"""She took it off when she went to work because she had to, knowing she was 'going to get the reward for the time I was wearing it, making God happy by fulfilling his covenant to me."
1793| Ban on Muslim burqa and niqab|conclusion|Burqa ban based on bias of Western cultural superiority.
1793| Ban on Muslim burqa and niqab|premise|"""Banning the burqa on grounds that it is not French, that it destroys the French ideal, that it is not compatible with French culture, is just as damaging."
1794| Ban on Muslim burqa and niqab|conclusion|Interacting with veiled women is not hard.
1794| Ban on Muslim burqa and niqab|premise|"""It may be difficult to interact with someone whose face you can't see."
1795| Ban on Muslim burqa and niqab|conclusion|Discomfort with burqa is inadequate justification for ban.
1795| Ban on Muslim burqa and niqab|premise|"""You need a much better reason than personal discomfort to do that in a free society."
1796| Ban on Muslim burqa and niqab|conclusion|Children are in no position to make choice about burqa.
1796| Ban on Muslim burqa and niqab|premise|An adolescent cannot be said to be making an independent choice about whether to wear the burqa.
1797| Ban on Muslim burqa and niqab|conclusion|Burqa ban protects children from being picked-up by impersonators.
1797| Ban on Muslim burqa and niqab|premise|In 2008, The Dutch banned parents from coming to pick up their young children from school while wearing burqas.
1798| Ban on Muslim burqa and niqab|conclusion|Burqas undermine communications lessons for Muslim children.
1798| Ban on Muslim burqa and niqab|premise|"Ronald Plasterk, the Dutch education minister, responsible for the 2008 decision to ban burqas in Dutch schools said: ""It is important for children to learn that proper communication requires being able to look the other person in the eye."
1800| Ban on Muslim burqa and niqab|conclusion|Burqa prevents women from absorbing adequate sunlight.
1800| Ban on Muslim burqa and niqab|premise|"""British research offers another reason to drop the burqa and niqab, finding that covered women and their breast-fed children lack sufficient amounts of vitamin D (which the skin absorbs from sunlight) and are at serious risk of rickets."
1801| Ban on Muslim burqa and niqab|conclusion|Burqas can lead to rickets for babies of burqa wearers.
1801| Ban on Muslim burqa and niqab|premise|"""new studies in both England and Ireland have found that covered women (and their breast-fed children) tend to get rickets disease due to an insufficiency of vitamin D, which the skin absorbs from sunlight."
1803| Ban on Muslim burqa and niqab|conclusion|Foreigners adopt local customs in Islamic countries.
1803| Ban on Muslim burqa and niqab|premise|If non-Muslims are forced to wear the Hijab or other head-coverings in some Muslim countries when they visit, why is it that Muslim women visiting the West should be protected from not-wearing the burqa/niqab in the West? If the rule is that women must adopt the local custom, then let that be the rule.
1804| Ban on Muslim burqa and niqab|conclusion|Burqa is not prescribed by any Koranic text.
1804| Ban on Muslim burqa and niqab|premise|"According to Mohammed Moussaoui, head of the French Council of the Muslim Faith, ""no Koranic text prescribes the wearing of the burqa or niqab""."
1806| Ban on Muslim burqa and niqab|conclusion|Ban unenforceable against those believing God commands burqa.
1806| Ban on Muslim burqa and niqab|premise|"""Man made legislation is subject to the whims and contradictions of the human mind."
1807| Ban on Muslim burqa and niqab|conclusion|A majority of Europeans tend to support a ban.
1807| Ban on Muslim burqa and niqab|premise|A 2010 poll found that a majority backed one in France (70%), Spain (65%), Italy (63%), Britain (57%) and Germany (50%).
1808| Ban on Muslim burqa and niqab|conclusion|Majority of Canadians support Quebec burqa ban.
1808| Ban on Muslim burqa and niqab|premise|"""Canadians have unanimously supported the niqab ban announced by French-speaking Quebec province this week."
1809| Ban on Muslim burqa and niqab|conclusion|Ban on Burqa is supported by a small minority in America.
1809| Ban on Muslim burqa and niqab|premise|A 2010 poll found that, with a fairly strong culture of religious freedom in America, only a minority (33%) was in favor of banning the burqa and/or niqab.
1810| Ban on Muslim veils in France|conclusion|France has a very low Muslim population.
1810| Ban on Muslim veils in France|premise|A French poll released last year clearly states that less than 3% of the French population is comprised of Muslim people.
1811| Ban on Muslim veils in France|conclusion|A ban on veils only applies in public spaces.
1811| Ban on Muslim veils in France|premise|When around the house, the veil would still be okay.
1812| Ban on Muslim veils in France|conclusion|If Muslims don't like French policy on the veil, they can move elsewhere.
1812| Ban on Muslim veils in France|premise|These people have chosen to live in France and if they do disagree with the policy, they can chose to move to a different country.
1813| Ban on Muslim veils in France|conclusion|The ban only applies in public buildings.
1813| Ban on Muslim veils in France|premise|Because this is only a ban in French public buildings, Muslims are free to wear the hijab anywhere else.
1814| Ban on Muslim veils in France|conclusion|Wearing the traditional veil is part of Muslim religious practice.
1814| Ban on Muslim veils in France|premise|The wearing of this clothing item is a big part of the Muslim religion.
1816| Ban on Muslim veils in France|conclusion|French people have Islamophobia.
1816| Ban on Muslim veils in France|premise|This may sound silly, but it is a fact that quite a large number of French people actually have something called 'Islamophobia' and are afraid of Muslim people.
1817| Ban on Muslim veils in France|conclusion|Muslims lose-out in various ways by wearing the hijab .
1817| Ban on Muslim veils in France|premise|As well as this, and perhaps even more importantly, there is an identity issue associated with the wearing of the veil.
1818| Ban on Muslim veils in France|conclusion|The Muslim veil is a mark of separation.
1818| Ban on Muslim veils in France|premise|Muslims that wear the hijab are creating a separation between themselves and other people in a society.
1819| Ban on Muslim veils in France|conclusion|Muslim veils cannot harm anyone physically and should not harm anyone emotionally.
1819| Ban on Muslim veils in France|premise|A piece of cloth on the head of a person can't practically harm anyone physically.
1820| Ban on Muslim veils in France|conclusion|The traditional Muslim veil is just a head dress. It is not harmful.
1820| Ban on Muslim veils in France|premise|The traditional Muslim veil that women who follow Islam is simply a clothing item sacred to the Islam religion which is worn over the head.
1821| Ban on Muslim veils in France|conclusion|Intolerance of Muslim veils can be cited as racism.
1821| Ban on Muslim veils in France|premise|If French people don't like it and can't accept it, then that is racism.
1822| Ban on Muslim veils in France|conclusion|Islam is not a race.
1822| Ban on Muslim veils in France|premise|You can't exactly say that this ban is racist because racism is insulting or bullying against another race.
1823| Ban on Muslim veils in France|conclusion|Religions shouldn't be given preferential treatment by the government.
1823| Ban on Muslim veils in France|premise|Islam in France has a very low population.
1824| Ban on Muslim veils in France|conclusion|France is depriving Muslims of their religious practice.
1824| Ban on Muslim veils in France|premise|Telling followers of Islam they can't wear their traditional hijab is just racism from the French government.
1825| Ban on negative political ads|conclusion|"Negative ads typically engage in ""personal politics"" that lack substantive content."
1825| Ban on negative political ads|premise|Negative adds seem to typically attack personality traits of a candidate.
1826| Ban on negative political ads|conclusion|Modern politics is much less about ideology than was the case twenty years ago.
1826| Ban on negative political ads|premise|Given that rival candidates and parties often agree with each other on the big topics of the day, their personalities and abilities are highly relevant to voters trying to decide between them.
1827| Ban on negative political ads|conclusion|Negative attack ads turn the public off to politics.
1827| Ban on negative political ads|premise|It creates the impression that all politicians are corrupt or incompetent or both.
1828| Ban on negative political ads|conclusion|Despite the negativity, voters still vote, and democracy still functions just fine.
1828| Ban on negative political ads|premise|"There is no evidence that attacks adds really ""turn people off to politics"", and cause them to abstain from voting."
1829| Ban on negative political ads|conclusion|Within democracies, voters are entitled to know the ‘down-side’ to a candidate, and the other side is obviously well placed to voice it.
1829| Ban on negative political ads|premise|In effect, the level of scrutiny on politicians is reduced by this proposal, since the ability of voters to hear that scrutiny is curtailed.
1830| Ban on negative political ads|conclusion|It is perfectly easy to rule on what is positive and negative.
1830| Ban on negative political ads|premise|It’s true that some positive ads might be meant to play up the strengths of one candidate precisely because that’s where his opponent is weak – but that’s an awful lot better than the current situation, where most adverts are heavily about the supposed flaws of the other guy.
1832| Ban on negative political ads|conclusion|Many talented individuals decide not to engage in politics because they are put off by negative attack ads.
1832| Ban on negative political ads|premise|They see that they’ll get paid as much or more without such absurd muckraking, so they don’t go into politics.
1833| Ban on negative political ads|conclusion|Politics is a tough game, and those that go into it should expect that.
1833| Ban on negative political ads|premise|It’s just part of the game.
1834| Ban on negative political ads|conclusion|The ban should apply to everyone.
1834| Ban on negative political ads|premise|It’s true that there are implementation issues on this policy.
1836| Ban on public nudity|conclusion|Allowing public nudity risks exposure to children.
1836| Ban on public nudity|premise|Allowing public nudity creates a significant risk that individuals will expose themselves in places where kids are, in play grounds or at schools.
1837| Ban on public nudity|conclusion|Public nudity is a valuable expression of freedom.
1837| Ban on public nudity|premise|Nudity is an expression of the freedom of the individual to express themselves, even if others are offended by it.
1838| Ban on public nudity|conclusion|Banning public nudity is offensive to nudists.
1838| Ban on public nudity|premise|"Responding to critics, Mark Storey, who helped bring about 30 nudists together for a ""naked beach rally"" in Seattle in 2004, said ""Frankly, I am offended that they are offended."
1841| Ban on sex toys|conclusion|Sex toys are unnatural.
1841| Ban on sex toys|premise|Using mechanical devices during very intimate moments is both depersonalizing sexual experience and unnatural, as they can serve as poor substitutes for interpersonal relationships.
1842| Ban on sex toys|conclusion|Sex toys help fight libido decline.
1842| Ban on sex toys|premise|Sex toys give genital stimulation which is healthy, especially for women experiencing libido decline.
1844| Ban on sex toys|conclusion|Sex toys safety is questioned by scientists.
1844| Ban on sex toys|premise|Inexpensive sex toys are very likely to contain dangerous chemicals, such as phtalates, that can be inimical to people's health.
1845| Ban on smoking in public places|conclusion|Many workers can't simply quite an unhealthy, smoky work environment.
