['GOVERNMENT ORDERS'], 312963
['REQUEST THAT PRIME MINISTER ATTEND'], 9
['ALLEGED INACCURATE STATEMENTS'], 9
['PRACTICE OF HOUSE RESPECTING MOTIONS UNDER S O. 31'], 9
["CLERK OF PETITIONS' REPORT"], 9
['ARMY BENEVOLENT FUND ACT AND RELATED ACTS'], 9
['AMENDMENT RESPECTING OPEN COMPETITION'], 9
['STRIKING-THIRTY-SECOND AND THIRTY-THIRD REPORTS OF STANDING COMMITTEE'], 9
['ABORIGINAL AFFAIRS AND NORTHERN DEVELOPMENT-SECOND REPORT OF STANDING COMMITTEE'], 9
['MOTION TO ADJOURN UNDER S.O. 29 CONFLICT OF INTEREST GUIDELINES-GOVERNMENT ADHERENCE'], 9
['PUBLIC EMPLOYEES POLITICAL RIGHTS ACT'], 9
['REQUEST FOR PUBLICATION'], 9
['JUSTICE AND SOLICITOR GENERAL-THIRD REPORT OF STANDING COMMITTEE'], 9
['POST-SECONDARY EDUCATION ASSISTANCE PROGRAM'], 9
['CANADIAN EXPLORATION AND DEVELOPMENT INCENTIVE PROGRAM ACT'], 9
['AID TO FARMERS-GOVERNMENT POSITION'], 9
['TRANSPORT-AUTHORIZATION TO TRAVEL'], 9
['CONTENT OF BROCHURES-PROPOSED GOODS AND SERVICES TAX'], 9
['BILL C-40 REPORT OF LEGISLATIVE COMMITTEE'], 9
['TABLING OF MINORITY REPORTS'], 9
['BILL C-268'], 9
['THE BUDGET SPEECH.'], 8
['COMMUNICATION WITH PRINCE EDWARD ISLAND.'], 8
['FEBKUAKY 21, 1901 RAILWAY ACT AMENDMENT.'], 8
['SPEECH FROM THE THRONE.'], 8
["COMMONS ' 2820"], 8
['PRESERVATION ACT.'], 8
['QUESTION BEFORE THE ORDERS OF THE DAT.'], 8
['FINANCES OF THE PRINTING BUREAU.'], 8
['MONTREAL AND SOUTHERN COUNTIES RAILWAY.'], 8
['CONTROVERTED ELECTIONS.'], 8
['ALEXANDER GIBSON RAILWAY AND MANUFACTURING COMPANY.'], 8
["COMMON'S IMMIGRATION ACT AMENDMENT."], 8
['THE DYMENT BANKING COMPANY.'], 8
['SHIPPING CASUALTIES ACT AMENDMENT.'], 8
['NORTH-WEST TERRITORIES ACT AMENDMENTS.'], 8
['ALASKAN BOUNDARY COMMISSION.'], 8
['CXX11 INDEX'], 8
['CC1X NOVA SCOTIA.'], 8
['TREADGOLD COMMISSION.'], 8
['POST OFFICE.'], 8
['MR. JAMES SINCLAIR McDOUGALL-REVIYAL OF PATENT.'], 8
['UNITED EMPIRE LIFE INSURANCE COMPANY.'], 8
['VANCOUVER AND COAST-KOOTENAY RAILWAY COMPANY.'], 8
['THE TRANSPORTATION .COMMISSION.'], 8
['ADJOURNMENT-HIDES INSPECTION.'], 8
['BRANDON, SASKATCHEWAN AND HUDSON BAY RAILWAY COMPANY.'], 8
['TORONTO, HAMILTON AND BUFFALO RAILWAY COMPANY.'], 8
['ADJOURNMENT-RESIGNATION OF HON. MR. BLAIR-BUSINESS OF THE HOUSE.'], 8
['CERTIFICATES TO MASTERS AND MATES OF SHIPS.'], 8
['CORRESPONDENCE WITH THE GOVERNMENT OF THE NORTH-WEST TERRITORIES.'], 8
['CANADIAN TELEPHONE AND TELEGRAPH COMPANY.'], 8
['THE AUDITOR GENERAL.'], 8
['RULES OF THE .HOUSE.'], 8
['REVISEI'], 8
['PROCEDURE-GRAND TRUNK PACIFIC RAILWAY.'], 8
["PETITION-FARMERS' BANK OF CANADA."], 8
["PRINTING OF VOTERS' LISTS."], 8
['POST OFFICE MATTERS.'], 8
['BANK ACT-AMENDMENT.'], 8
['ARMAND LAVERGNE.'], 8
['THE BOARD OF RAILWAY COMMISSIONERS.'], 8
['EXCHEQUER COURT-RAILWAY DEBTS.'], 8
['THE ENGLISH IMMIGRATION OFFICE.'], 8
['PROVINCIAL GOVERNMENT IN THE NORTHWEST - PERSONAL EXPLANATION.'], 8
['EXTENSION OF THE BOUNDARIES OF MANITOBA.'], 8
['CRIMINAL CODE 1892-AMENDMENT.'], 8
['VACANCY IN NORTH OXFORD.'], 8
['ALLEGED IMMIGRATION IRREGULARITIES AT HALIFAX.'], 8
['ANGLO-AMERICAN TREATIES.'], 8
['STANSTEAD ELECTION PAPERS.'], 8
['SASKATCHEWAN POWER COMPANY.'], 8
['USE OF TOBACCO BY YOUNG PERSONS.'], 8
["MR. CONGDON'S ACCOUNTS-SEED GRAIN-WOOLLEN INDUSTRY AND THE TARIFF."], 8
['SUPPLY-DUTY ON MATERIALS FOR INTERNATIONAL TUNNELS.'], 8
['RACE TRACK GAMBLING.'], 8
['INDIAN LANDS IN THE PROVINCE OF ALBERTA.'], 8
['CRIMINAL CODE AMENDMENT - INFRINGEMENT OF COPYRIGHTS.'], 8
['INSPECTION AND SALE ACT-AMENDMENT.'], 8
["DOMINION LANDS' ACT-AMENDMENT."], 8
['LAKE SUPERIOR BRANCH GRAND TRUNK PACIFIC.'], 8
['SOUTHERN CENTRAL PACIFIC RAILWAY COMPANY.'], 8
['INQUIRIES FOR RETURN.'], 8
['THE CANADIAN PACIFIC RAILWAY COMPANY.'], 8
['COMMITTEE ON STANDING ORDERS.'], 8
['LOBSTER FISHERY-DIFFERENCE BETWEEN PACKERS AND FISHERMEN IN CAPE BRETON.'], 8
['U, 1909'], 8
['SECURITY LIFE INSURANCE COMPANY OF CANADA.'], 8
['MANITOBA RADIAL RAILWAY COMPANY.'], 8
['THE CIVIL SERVICE ACT.'], 8
['FEED. MASON.'], 8
['JUDICIAL BUSINESS, DISTRICT OF MONTREAL.'], 8
['CANADIAN NICKEL MINES-EVIDENCE OF MR. ARTHUR WILSON.'], 8
['NETHERLAND LOAN COMPANY.'], 8
['INQUIRIES FOR RETURNS AND PAPERS.'], 8
['TARIFF NEGOTIATIONS WITH THE UNITED STATES.'], 8
['SECOND SESSION-ELEVENTH PARLIAMENT, 1909-1010.'], 8
['ALIEN LABOUR LAW-ALLEGED INFRACTION.'], 8
['HAMILTON, WATERLOO AND GUELPH RAILWAY.'], 8
['COMMISSION FOR THE CONSERVATION OF NATURAL RESOURCES.'], 8
['ADJOURNMENT -BUSINESS OF THE HOUSE-THE LUMSDEN CHARGES.'], 8
['MANUFACTURE AND IMPORTATION OF MATCHES MADE WITH WHITE PHOSPHORUS.'], 8
['ADMIRALTY COURT, N. S.'], 8
['BANKING AND COMMERCE COMMITTEE-QU ORUM.'], 8
['ALGOMA CENTRAL AND HUDSON BAY RAILWAY COMPANY.'], 8
['PELAGIC SEALING.'], 8
['NEW DEPARTMENTAL BUILDING.'], 8
['DOMINION LANDS ACT - ORDERS IN COUNCIL APPROVED.'], 8
['CONTINENTAL FIRE INSURANCE COMPANY OF CANADA.'], 8
['WAYS AND MENAS-DREDGING AT GASPEREAU HARBOUR.'], 8
['REVISED EDITION R-4 COMMONS'], 8
['A FINE EXHIBITION.'], 8
['GOVERNMENT NEWSPAPER ADVERTISING.'], 8
["HON .G. H. PERLEY'S TRIP TO LONDON."], 8
['PROVISION FOR FAMILIES OF VOLUNTEERS.'], 8
['COMFORTS FOR THE CANADIAN EXPEDITIONARY FORCE.'], 8
["COL. McLEOD'S BATTALION."], 8
['CANADIAN RED CROSS SOCIETY.'], 8
['CRIMINAL CODE AMENDMENT-REMARRIAGE OF DIVORCED PERSONS.'], 8
['HON. DR. BELAND, M.P.'], 8
["MR. BRUCE'S REPORT."], 8
['CENSORSHIP REGULATIONS.'], 8
['WAR GRANT-5500,000,000.'], 8
['PRIVILEGE-THE MINISTER OF MILITIA.'], 8
['P.EVISED EDITION COMMONS'], 8
['SENATE BILLS.'], 8
['MR. WILLIAM K. TROWER,'], 8
['TREATY BETWEEN FRANCE AND CANADA.'], 8
['THE PRIVILEGES OF THE HOUSE OF COMMONS.'], 8
['GRAND TRUNK PACIFIC RECEIVERSHIP.'], 8
['NATIONAL SERVICE REGISTRATION.'], 8
['PRIVATE BITES.'], 8
['SATURDAY AND MORNING SITTINGS.'], 8
['XXX11 COMMONS DEBATES'], 8
['EXPORTS OF CANADA, BY CLASSES.'], 8
['CRIMINAL CODE AMENDMENT -SEXUAL OFFENCES.'], 8
['THE DEBATE ON THE PEACE TREATY- DISCUSSION ON THE PROCEDURE.'], 8
["GREAT WAR VETERANS' GRATUITY CLAIM."], 8
['HOUSE OF COMMONS OFFICIALS- ORGANIZATION.'], 8
['LATE SITTINGS OF THE HOUSE.'], 8
['INDEX-1920 XXV'], 8
['INDEX-1920 XXXV'], 8
['CUSTOMS TARIFF ACT, 1907, AMENDMENT.'], 8
['TRANSLATION OF FRENCH SPEECHES.'], 8
['THE CANADIAN BAR ASSOCIATION'], 8
['CANADIAN NATIONAL RAILWAYS-AMQUI STATION'], 8
['BUSINESS OP THE HOUSE'], 8
['OIL IN THE PRAIRIE PROVINCES. MR. GRIESBACH MOVES A RESODUTION WITH RESPECT TO OWNERS OF SURFACE RIGHTS.'], 8
['DESTRUCTION OF DOCUMENTS AT PRINTING BUREAU'], 8
['THE CANADA WEST INDIES TRADE AGREEMENT, 1920'], 8
['WAR CLAIMS'], 8
['PAIRED MEMBERS INADVERTENTLY VOTING'], 8
['RECIPROCITY WITH AUSTRALIA'], 8
['PROPORTIONAL REPRESENTATION'], 8
['C14 COMMONS'], 8
['LAUSANNE CONFERENCE'], 8
['VIMY RIDGE MONUMENT'], 8
['BAJSTK ACT REVISION'], 8
['SECOND SESSION-FOURTEENTH PARLIAMENT, 1923'], 8
['BUSINESS OF THE HOUSE-THE BUDGET'], 8
['JUDGES IN ADMIRALTY'], 8
['TRADE MARK AND DESIGNS ACT AMENDMENT'], 8
['DELAY IN BRITISH MAILS'], 8
['MANITOBA GRAND JURIES'], 8
['DAIRY ACT, 1914, AMENDMENT BILL'], 8
['CANNED SALMON VIA PANAMA CANAL'], 8
['WOMEN AND COUNCIL OF HEALTH'], 8
['PRIVILEGE-MR. MEIGHEN'], 8
['BUSINESS OF THE HOUSE MONDAY SITTINGS'], 8
["DEPUTY RECEIVER GENERAL'S OFFICE, TORONTO"], 8
['CANADIAN NATIONAL RAILWAYS- OFFICIALS'], 8
['RESIGNATION OF MR. WALTER G. MITCHELL'], 8
['KAMLOOPS-KELOWNA DIVISION'], 8
['ROSEDALE SOUTHEASTERLY'], 8
['REVISION OF THE STATUTES'], 8
['PRIVILEGE-MR. FOURNIER'], 8
['GRAIN COMMISSION'], 8
['OLD AGE PENSION'], 8
['COPYRIGHT ACT, 1921, AMENDMENTS'], 8
['FERGUS AND ELORA-PURCHASE OF TOWN HALLS'], 8
['PERSONNEL OF THE CABINET'], 8
['ARRIVAL OF FOREIGNERS AT ST. JOHN'], 8
['RATE ON NOVA SCOTIA COAL'], 8
['IMMIGRATION ADVERTISEMENTS'], 8
['CANADIAN NATIONAL RAILWAYS- DETROIT FRANCHISE'], 8
['PETITION FROM THE BLIND'], 8
['PENSION FUND SOCIETIES-CHANGE OF NAME'], 8
['ACTING MINISTERS'], 8
['WHITE BEAR INDIAN RESERVE'], 8
['COLUMBIA LIFE ASSURANCE COMPANY'], 8
['PETITIONS v.'], 8
['ELECTRICITY AND FLUID EXPORTATION'], 8
['GRADING OF WHEAT'], 8
['S6103-116'], 8
['PORT OP VANCOUVER-SPILLERS ELEVATOR JETTY'], 8
['WINIFRED OSBORNE GIMBLETT'], 8
['CANADIAN NATIONAL RAILWAY ACT'], 8
['THE LATE HON. R. F. PRESTON'], 8
['NEWSPAPER VAPAUS'], 8
['JANET GEE'], 8
['CLARE DOUTRE WALTERS BERTRAM'], 8
["THE I'M ALONE INCIDENT"], 8
['SUBSIDY TO NOVA SCOTIA'], 8
['ST. JOHN AND QUEBEC RAILWAY'], 8
['DOMINION ELECTIONS ACT, AMENDMENT'], 8
['MARION ANN TERRY'], 8
['CANADIAN NATIONAL RAILWAYS AND STEAMSHIPS'], 8
['RUSSIAN ANTHRACITE COAL'], 8
['VANCOUVER-SECOND NARROWS BRIDGE'], 8
['IS, 1931'], 8
['THE MINISTER OF LABOUR'], 8
['PRIVILEGE-MR. POWER'], 8
['DEBATES TRANSLATION BRANCH'], 8
['EMBARGO AGAINST POTATOES'], 8
['ST. LAWRENCE WATERWAY PROTEST OF TORONTO BOARD OF CONTROL AGAINST ALIENATION OF POWER RIGHTS'], 8
['PRINCE AND PRINCESS TAKAMATSU'], 8
['UNEMPLOYMENT RELIEF, RIVIERE DU LOUP'], 8
['PRIVILEGE-MR. GOBEIL'], 8
['TRADE AGREEMENT WITH AUSTRALIA'], 8
['IMPERIAL OIL COMPANY'], 8
['WHEAT PRICES'], 8
['TRADE AGREEMENT BETWEEN CANADA AND THE IRISH FREE STATE'], 8
['EXPENDITURE IN GLOUCESTER COUNTY, N.B.'], 8
['WHARF AT BARACHOIS, N.B.'], 8
['VACANCY IN REPRESENTATION OP MAISONNEUVE'], 8
['EMPIRE PARLIAMENTARY ASSOCIATION'], 8
['WHEAT POOL'], 8
['MORNING SITTINGS TO BEGIN ON THURSDAY, MAY 19'], 8
['TRADE RELATIONS WITH RUSSIA-EXCHANGE OF CATTLE AND OTHER COMMODITIES FOR PETROLEUM AND OIL'], 8
['WASHINGTON CONFERENCE'], 8
['VANCOUVER, VICTORIA AND EASTERN-NORTHERN PACIFIC AGREEMENT'], 8
['THE LATE THOMAS MERRITT CAYLEY-THE LATE HON. EDMOND BAIRD RYCKMAN'], 8
['NORTHWEST TERRITORIES MINING REGULATIONS'], 8
['PENSION COMMISSION'], 8
['PROVINCIAL FINANCING IN LONDON'], 8
['PRINTING OF BILLS'], 8
['MONTREAL BRIDGE TOLLS'], 8
['IMMIGRATION-1934'], 8
['TRANSLATION OF ESTIMATES'], 8
['C, 1935'], 8
['SENATE VACANCIES'], 8
['RECIPROCITY NEGOTIATIONS'], 8
['GREETINGS TO PRIME MINISTER'], 8
['CURRENCY ACT AMENDMENT'], 8
['B.C. RELIEF CAMPS REPORT OP MACDONALD COMMISSION APPOINTED TO INQUIRE INTO CONDITIONS'], 8
['PERFORMING RIGHT SOCIETY'], 8
['TRACTOR PARTS PRICES'], 8
['PRIVILEGE-MR. MACNICOL'], 8
['PROPOSED INQUIRY INTO NEED FOR TECHNICAL'], 8
['PETITIONS OF RIGHT'], 8
['EXPLANATION-MR. HAYHURST'], 8
['DEPARTMENT OF AGRICULTURE-DISMISSAL OF EMPLOYEES'], 8
['THE LATE HON. CHARLES MARCIL'], 8
['MILITARY EQUIPMENT'], 8
['BRITISH IMMIGRATION'], 8
['CATTLE SHIPMENTS'], 8
['AMENDMENT TO PERMIT SWEEPSTAKES ORGANIZED BY PROVINCES FOR BENEFIT OF UNIVERSITIES OR HOSPITALS'], 8
['CONTRACT AND SUPPLEMENTARY CORRESPONDENCE TO BE TABLED'], 8
['SETTLEMENT IN CANADA OF FAMILIES FROM CZECHOSLOVAKIA'], 8
['MOTION FOB MORNING SITTINGS ON AND AFTER THURSDAY, MAY 11'], 8
['FOREIGN WHEAT PURCHASES'], 8
['CONSTITUTIONAL MATTERS'], 8
['CEREALS IMPORT COMMITTEE'], 8
['DAYLIGHT SAVING TIME'], 8
['NICKEL AND SCRAP IRON'], 8
['CANADA AND THE WAR'], 8
['FUEL CONTROLLER'], 8
['MARITIME PROVINCE LUMBER WORKERS EMPLOYED IN THE UNITED STATES'], 8
['RUSH-BAGOT AGREEMENT EXCHANGE OF NOTES AS TO APPLICATION AND INTERPRETATION IN LIGHT OF PRESENT CONDITIONS'], 8
['SUPPLEMENTARY ESTIMATES, 1940-41 SUSPENSION OF STANDING ORDER 28 ON THURSDAY AND FRIDAY, APRIL 3 AND 4'], 8
['DARTMOUTH, N.S., AIRPORT EASTERN PASSAGE AERODROME CONTRACTS- TILLEY REPORT'], 8
["REGULATIONS GOVERNING DELIVERY- OF THIS YEAR'S WHEAT CROP"], 8
['UNEMPLOYMENT-STATEMENT OF MR. DOUGLAS (WEYBURN) ON MOTION OF MINISTER OF FINANCE'], 8
['DEFICITS'], 8
['INQUIRY AS TO PROPORTION OF PROCEEDS TO BE USED FOR WAR PURPOSES'], 8
['WAGE CEILING'], 8
['ANTHRACITE COAL'], 8
['AIRCRAFT PRODUCTION'], 8
['AGRICULTURAL SUPPLIES'], 8
['PRIVILEGE-MR. POULIOT REQUEST FOR ANSWER TO QUESTION CONCERNING BRUCE COAL COMPANY'], 8
['WHEAT ACREAGE REDUCTION BONUS'], 8
['WORKING HOURS IN PLANTS PRODUCING WAR SUPPLIES'], 8
['MUNITIONS AND SUPPLY-1941 CONTRACTS'], 8
['SUNDAY LABOUR'], 8
['INQUIRY AS TO ACTION BEING TAKEN TO RELIEVE SHORTAGE'], 8
['ENEMY SUBMARINE ACTIVITIES OFF THE ATLANTIC COAST'], 8
['FARM LOANS'], 8
['MUNITIONS AND SUPPLY-PURCHASE OF COAL FOR USE IN PICTOU COUNTY, N.8.'], 8
['THE CANADIAN CONFEDERATION'], 8
['REQUEST FOR TOTAL ESTIMATED EXPENDITURE BY DEPARTMENTS WITH DETAILED BREAK-DOWN'], 8
['MUNITIONS AND SUPPLY-PURCHASES FROM ZEPHYR LOOMS AND TEXTILES LIMITED'], 8
['SUMMARY OF CANADIAN ARMY UNITS AND FORMATIONS'], 8
['CONDITIONS UNDER NATIONAL EMERGENCY'], 8
['PROCEDURE IN QUESTIONS ON THE ORDERS OF THE DAT'], 8
['PARLIAMENTARY REPORTER (FRENCH)'], 8
['PREMIER DREW'], 8
['REVISED SUBSIDY POLICY AFFECTING WESTERN DOMESTIC FIELD'], 8
['AUDIT OF WHEAT BOARD ACCOUNTS'], 8
['CANADA STEAMSHIP LINES'], 8
['MUNITIONS AND SUPPLY-PROSECUTIONS AGAINST BEDDING MANUFACTURERS'], 8
['BOARDS AND COMMISSIONS'], 8
['FOREST PRODUCTS'], 8
['PROVINCE OF QUEBEC RADIO ACT'], 8
['TAKING OVER OF BURNS PACKING PLANTS AND APPOINTMENT OF CONTROLLER-REQUEST FOR FURTHER INFORMATION'], 8
['PRIVILEGE-MR. BRACKEN JUDGES ACT AMENDMENT-DECISION OF MR. SPEAKER, OCTOBER 29, ON MOTION FOR LEAVE TO INTRODUCE BILL'], 8
['PRESIDENT TRUMAN'], 8
['PACKERS AND DEALERS-FREEZING SPACE'], 8
['TRUCKS AND TRACTORS'], 8
['$10,000.000. HOUSE OF COMMONS STATEMENT WITH RESPECT TO RESIGNATION OF MEMBER FOR PARKDALE'], 8
['INQUIRY AS TO PURCHASE OF THREE NEW STATIONS-ACQUISITION OF WAVE LENGTH OF THREE PRIVATE STATIONS'], 8
['NEW ORDERS IN VIEW OF SHORTAGE OF SUPPLIES'], 8
['POLYMER CORPORATION LIMITED'], 8
['C .N .R .'], 8
['JOINT DEFENCE BOARD'], 8
['BRITISH FORCES IN EGYPT'], 8
['ADVERSE DECISION OF REGIONAL BOARD IN JOINT APPLICATION'], 8
['UNITED STATES EMBARGO-MOTION FOR ADJOURN- MENT UNDER STANDING ORDER 31'], 8
['APPOINTMENT OF CONTROLLERS FOR STEEL INDUSTRY-NOTIFICATION TO UNITED STEELWORKERS'], 8
['TAXATION AGREEMENTS'], 8
['CANADIAN PACIFIC RAILWAY EMPLOYEES-PENSION RIGHTS'], 8
['MR. DIEFENBAKER-REFERENCE TO RETURN RESPECTING CAMP BORDEN ARMY REJECTION OR MEDICAL DISCHARGES'], 8
['SALES OF LIQUOR'], 8
['WORLD HEALTH ORGANIZATION'], 8
['PRINCESS ELIZABETH'], 8
['P.C. 302-THREATENED STRIKE OF COAL MINERS IN NOVA SCOTIA'], 8
['RAIL TRANSPORT'], 8
['MB. ABBOTT-STATEMENT OF LEADER OF THE OPPOSITION AS TO TAXES ON BREAD'], 8
['CONSOLIDATED MINING AND SMELTING COMPANY-BRILLIANT DAM-DEPRECIATION AND TAXES'], 8
['PRECEDENCE FOR GOVERNMENT NOTICES OF MOTION AND GOVERNMENT ORDERS'], 8
['ARRANGEMENT WITH RESPECT TO EASTER ADJOURNMENT'], 8
['EXPORT-IMPORT BANK INQUIRY WITH RESPECT TO DRAWING $50,000,000 AGAINST $300,000,000 LOAN'], 8
['DIVISION OF WATERS AMONG THE PRAIRIE PROVINCES'], 8
['PRESS REPORT AS TO INVESTIGATION IN CIVIL SERVICE'], 8
['MORNING SITTINGS'], 8
['QUESTION OF TRANSPORTATION FOR WESTERN MEMBERS AT END OF SESSION'], 8
['POSITION OF CHRISTIAN CHURCHES'], 8
["CORRESPONDENCE BETWEEN DEPARTMENT OF LABOUR AND CANADIAN SEAMEN'S UNION, ETC."], 8
['FORT ST. JOHN, B.C., WATER SUPPLY'], 8
['IRRIGATION AND POWER'], 8
['ATLANTIC TREATY'], 8
['HOUSE Ol'], 8
['LABRADOR'], 8
['BOMB EXPLOSION'], 8
['STATEMENTS AS TO PURCHASES BY UNITED KINGDOM IN CANADA IN 1950-51'], 8
['CRIMINAL CODE AND CANADA EVIDENCE ACT'], 8
['Z256 HOUSE OF COMMONS'], 8
['ELECTRICAL AND PHOTOMETRIC UNITS'], 8
['USE OF WORD &quot;DOMINION&quot; FOR COMMONWEALTH COUNTRIES'], 8
['QUESTION AS TO INCOME TAX EXEMPTIONS'], 8
['THE LATE ARTHUR L. SMITH TRIBUTE TO FORMER MEMBER FOR CALGARY WEST'], 8
['REQUEST FOR ENGLISH &quot;HANSARD&quot; INDEX'], 8
['EXPORT OF CANADIAN FUNDS'], 8
['INDUSTRIAL AND OFFICE WORKERS'], 8
['REFERENCE TO REPORTED REMARKS OF MINISTER OF TRADE AND COMMERCE IN WINNIPEG &quot;FREE PRESS&quot;'], 8
['QUESTION AS TO PRIORITIES FOR FARMERS'], 8
['DIVORCE BILLS FOR CONSIDERATION IN COMMITTEE'], 8
['CO-OPERATIVE FIRE AND CASUALTY COMPANY'], 8
['CONGESTION OF FREIGHT CARS AT HEAD OF LAKES'], 8
['CANADA-FRANCE  SUCCESSION DUTY    APPROVAL OF CONVENTION AND PROTOCOL SIGNED AT PARIS, MARCH 16, 1951'], 8
['PROVISION FOR REFUNDING OF FINANCIAL OBLIGATIONS AND ISSUE OF SUBSTITUTED SECURITIES'], 8
['THE LATE JOSEPH HENRY HARRIS'], 8
['ESTABLISHMENT OF UNITED STATES FIGHTER SQUADRONS IN NEWFOUNDLAND'], 8
['PRICES-CANNING OF SURPLUS PORK'], 8
['THE LATE KING GEORGE VI'], 8
['DISPOSAL OF TOUGH AND DAMP WHEAT'], 8
['B28 HOUSE OF COMMONS'], 8
['HILDA RICHARDSON TAIT'], 8
['QUESTION AS TO PRICE ASSISTANCE'], 8
['RAILWAYS, CANALS AND TELEGRAPH LINES CONCURRENCE IN SECOND REPORT OF STANDING COMMITTEE'], 8
['INTERNATIONAL WHEAT AGREEMENT-PROGRESS OF LONDON DISCUSSIONS'], 8
['TRANS-CANADA HIGHWAY   INQUIRY AS TO COPY OF AGREEMENTS WITH PROVINCES    CONSTRUCTION IN NOVA SCOTIA'], 8
['GASOLINE AND OIL'], 8
['THE DUKE OF EDINBURGH'], 8
['ST. LAWRENCE WATERWAY UNITED STATES ACTION'], 8
['MR. DREW-REFERENCE TO REMARKS OF MR. SINCLAIR IN DEBATE ON JUNE 23'], 8
['PURCHASES FROM THE UNITED KINGDOM'], 8
['IRENE MARY JOHNSON MUIRHEAD'], 8
['PETAWAWA-NAMES ON PAYROLLS'], 8
["CURRIE REPORT-CHILD'S ROCKING HORSE"], 8
['RESEARCH INTO RELATION BETWEEN SMOKING AND LUNG CANCER'], 8
['SOUTH KOREA'], 8
['DAMAGE IN THE UNITED KINGDOM, THE NETHERLANDS AND BELGIUM  MOTION OFFERING SYMPATHY AND HELP'], 8
['INVESTIGATIONS'], 8
['MORNING AND WEDNESDAY EVENING SITTINGS ON AND AFTER APRIL 13'], 8
['ARTICLE IN &quot;CANADA AIR PILOT&quot;'], 8
["NATIONAL DEFENCE, PRAIRIE COMMAND, SHORTAGES, ETC.  SOUTH SASKATCHEWAN RIVER, FURTHER INVESTIGATION    ARCHITECTS' AND ENGINEERS' FEES  BARRISTERS, ETC., FEES PAID"], 8
['PROCEDURE TO BE FOLLOWED IN TABLING RETURNS'], 8
['INSTRUCTIONS TO CANADIAN DELEGATION'], 8
['INQUIRY AS TO JOINT MEETING TO CONSIDER INDUSTRY'], 8
['RIPPLE ROCK'], 8
['SOUND AMPLIFICATION SYSTEM'], 8
['SECURITY ARRANGEMENT FOR SOUTHEAST ASIA'], 8
['GENEVA CONFERENCE'], 8
['NORTH SASKATCHEWAN RIVER'], 8
['HENDRY REPORT'], 8
['BARBARA NORMA DEMAINE DAVIES'], 8
['INQUIRY AS TO DATE OF FINAL PAYMENT'], 8
['IS. 1955'], 8
['BUREAU OF STATISTICS UNEMPLOYMENT FIGURES'], 8
['SALE OF SURPLUS PRODUCTS BY UNITED STATES'], 8
['QUEEN ELIZABETH HOTEL'], 8
['ALLOCATION OF BOX CARS'], 8
['GOVERNMENT SERVICES-SUGGESTED NEED FOR ECONOMIES'], 8
['ANNOUNCEMENT OF PROTEST AGAINST UNITED STATES TARIFF ON HARDBOARD'], 8
['ARRANGEMENT FOR DELIVERIES BEFORE CUT-OFF DATE'], 8
['M.M.R.A. EXPENDITURES'], 8
['INQUIRY AS TO INSTALLATION OF JET ENGINE IN FIGHTER AIRCRAFT'], 8
['REPORTED STATEMENT RESPECTING'], 8
['GREAT BRITAIN-REPORTED DECISION NOT TO JOIN INTERNATIONAL WHEAT AGREEMENT'], 8
['REQUEST FOR APPOINTMENT OF COMMITTEE TO REVIEW OLD AGE LEGISLATION'], 8
['DOMINION-PROVINCIAL RELATIONS INQUIRY AS TO NEGOTIATING INDIVIDUAL AGREEMENTS WITH PROVINCES'], 8
['KENT COUNTY-HUNTING AND FISHING'], 8
['TRANS-CANADA PIPE LINES    PURCHASE OF PIPE IN BRITAIN'], 8
['CANADIAN PROVINCIAL INSURANCE COMPANY'], 8
['INQUIRY AS TO REDEVELOPMENT IN MONTREAL'], 8
['INQUIRY AS TO DISCRIMINATION AGAINST LOW DELIVERY POINTS'], 8
['INQUIRY AS TO OPERATION OF FLOOR PRICE'], 8
['INDIAN AFFAIRS-SITUATION ON HOBBEMA RESERVE, ALBERTA'], 8
['ESTIMATED NUMBER OF EMPLOYEES UNDER FEDERAL JURISDICTION'], 8
['TRANS-CANADA PIPE LINES    ACTION OF GOVERNMENT ON FINANCING'], 8
['INQUIRY AS TO APPOINTMENT OF CONTROLLER'], 8
['INQUIRY AS TO GOVERNMENT ACTION ON PRICE INCREASE'], 8
['QUEBEC CITY'], 8
['DISPOSITION OF DOWNSTREAM BENEFITS IN INTERNATIONAL WATERWAYS'], 8
['INQUIRY AS TO DISCUSSIONS WITH PRIME MINISTER OF UNITED KINGDOM'], 8
['DISCUSSIONS WITH U.K. PRIME MINISTER  DELEGATION TO NATO'], 8
['LAMPREY EELS'], 8
['WHEAT-REPORTED PURCHASE OF 1,500,000 BUSHELS BY AUSTRALIA'], 8
['REQUEST FOR FURTHER REPORT ON MISSION TO COMMUNIST CHINA'], 8
['REFERENCE TO REPORTED AMOUNT OF INCREASE'], 8
['FAUTEUX COMMISSION REPORT'], 8
['FRANCOISE YIP LIM LESAGE'], 8
['INQUIRY AS TO RENEWAL OF TWICE DAILY MAIL SERVICE'], 8
['UNITED STATES DISPOSAL POLICY'], 8
['STATEMENT ON PAYMENTS TO DOCTORS FOR. VISITS TO INDIANS'], 8
['PAULINE MARGARET PATRICIA SYLVESTER MCLEAN'], 8
['REQUEST FOR MORE COMPLETE ANSWER TO QUESTION'], 8
['CHEESE AND SKIM MILK POWDER-RECOMMENDATIONS OF FEDERATION OF AGRICULTURE'], 8
['TRANS-CANADA PIPE LINES    ACQUISITION OF RIGHTS OF WAY IN NORTHERN ONTARIO'], 8
